sample_record_identifier,source,date_searched,search_engine,search_terms,type_of_record,language,where_in_text?,doi,specimen record,paper title,life_stage,further_description,uku_present1_absent0,region,island,site,station,habitat_type,latitude_start_dd,longitude_start_dd,latitude_end_dd ,longitude_end_dd ,dms_or_dd,collection_date,collection_month,collection_day,collection_year,cruise_dates,ship_name,cruise_number,sampling_method,sampling_method_mesh_size_um,sampling_method_net_area_m2,sampling_method_net_diamteter_m,sampling_method_net_length_m,sampling method_tow_speed_no_unit,sampling method_tow_speed_unit,sampling_method_tow_time_minutes,sampling_distance_km_per_net_from_distance,sampling_distance_km_per_net_from_time,sampling_method_notes,sampling_method_tow_type,day_night,collection_depth_m_min,collection_depth_m_max,max_cast_depth(m),number_of_individuals,tow_id,number_of_uku_per_Vm^3,V_in_m^3,whole_part_or_DNA?,specimen_location,collected_by_person,identified_by_person,identified_by_insitiution,spawn_peak,avg_fork_length_mm_from_lot,length_mm,length_type,indiv_fork_length_mm,avg_standard_length_from_lot,indiv_standard_length_mm,indiv_total_length_mm,estimated_age_days,growth_model_used,visual_of_larvae,link_to_paper,community_composition,distance_to_shore_nm,prey_items_present_Y_N,which_prey_items,link_to_cruise_ctd_metadata,ctd_latitude,ctd_longitude,ctd_coord_type,ctd_date,notes,temp_at_colllection_depth,sal_at_depth,min_possible_temp,max_possible_temp,do,bottom depth_m,bottom_depth_method,number_of_nonuku_individuals_from tow,LAT_DD_JL,LON_DD_JL,Depth_m_v21_50m,Depth_m_v21_1km,Dist2Shore_m,Near_Island,X_shore,Y_shore,DistTo30m_m,X_30m,Y_30m
Townsend Cromwell_32_27_1205,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,27,pelagic,20.900000000,-158.50000000000,,,dd,7/25/1967,7,25,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,1205,,day,8,24,24,0,Townsend Cromwell_7/25/1967_27_day,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,20.900000000,-158.50000000000,dd,7/25/1967,,,34.91,26.7,26.8,,,,,20.9,-158.5,-4476.73,-4484.51,59919.68,Oahu,-158.111,21.29932,58404.88,-158.109,21.27882
Townsend Cromwell_32_28_1952,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,28,pelagic,20.900000000,-158.50000000000,,,dd,7/25/1967,7,25,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,1952,,night,92,122,122,0,Townsend Cromwell_7/25/1967_28_night,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,20.900000000,-158.50000000000,dd,7/25/1967,,,34.9,23.1,26.9,,,,,20.9,-158.5,-4476.73,-4484.51,59919.68,Oahu,-158.111,21.29932,58404.88,-158.109,21.27882
Townsend Cromwell_32_29_343,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,29,pelagic,21.000000000,-158.50000000000,,,dd,7/26/1967,7,26,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,252,,19.45,343,,night,8,60,60,0,Townsend Cromwell_7/26/1967_29_night,0,1866816.0,whole,,,,,6,,,,,,,,,,,,,,,,,21.000000000,-158.50000000000,dd,7/26/1967,,,34.89,26.1,26.7,,,,,21,-158.5,-3957.8,-3968.85,52276.59,Oahu,-158.111,21.29932,50917.97,-158.12,21.29045
Townsend Cromwell_32_30_1944,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,30,pelagic,21.000000000,-158.50000000000,,,dd,8/12/1967,8,12,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,1944,,night,8,26,26,0,Townsend Cromwell_8/12/1967_30_night,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,21.000000000,-158.50000000000,dd,8/12/1967,,,34.79,27.4,27.4,,,,,21,-158.5,-3957.8,-3968.85,52276.59,Oahu,-158.111,21.29932,50917.97,-158.12,21.29045
Townsend Cromwell_32_31_354,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,31,pelagic,21.000000000,-158.40000000000,,,dd,8/13/1967,8,13,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,354,,night,80,121,121,0,Townsend Cromwell_8/13/1967_31_night,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,21.000000000,-158.40000000000,dd,8/13/1967,,,34.81,23.2,27.2,,,,,21,-158.4,-2894.48,-2931.95,44731.22,Oahu,-158.111,21.29932,43216.56,-158.109,21.27882
Townsend Cromwell_32_32_1148,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,32,pelagic,20.900000000,-158.40000000000,,,dd,8/13/1967,8,13,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,1148,,day,16,21,21,0,Townsend Cromwell_8/13/1967_32_day,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,20.900000000,-158.40000000000,dd,8/13/1967,,,34.64,27.3,27.3,,,,,20.9,-158.4,-3808.93,-3823.19,53437.61,Oahu,-158.107,21.29688,51669.1,-158.106,21.27637
Townsend Cromwell_32_33_1950,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,33,pelagic,20.900000000,-158.40000000000,,,dd,8/13/1967,8,13,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,1950,,night,83,99,99,0,Townsend Cromwell_8/13/1967_33_night,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,20.900000000,-158.40000000000,dd,8/13/1967,,,34.68,24.2,27.3,,,,,20.9,-158.4,-3808.93,-3823.19,53437.61,Oahu,-158.107,21.29688,51669.1,-158.106,21.27637
Townsend Cromwell_32_34_342,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,34,pelagic,21.000000000,-158.50000000000,,,dd,8/14/1967,8,14,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,342,,night,7,21,21,0,Townsend Cromwell_8/14/1967_34_night,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,21.000000000,-158.50000000000,dd,8/14/1967,,,34.74,27.3,27.4,,,,,21,-158.5,-3957.8,-3968.85,52276.59,Oahu,-158.111,21.29932,50917.97,-158.12,21.29045
Townsend Cromwell_32_35_1151,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,35,pelagic,20.900000000,-158.40000000000,,,dd,8/14/1967,8,14,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,1151,,day,63,129,129,0,Townsend Cromwell_8/14/1967_35_day,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,20.900000000,-158.40000000000,dd,8/14/1967,,,34.72,24.2,27.6,,,,,20.9,-158.4,-3808.93,-3823.19,53437.61,Oahu,-158.107,21.29688,51669.1,-158.106,21.27637
Townsend Cromwell_32_36_1943,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,36,pelagic,21.000000000,-158.40000000000,,,dd,8/14/1967,8,14,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,1943,,night,5,26,26,0,Townsend Cromwell_8/14/1967_36_night,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,21.000000000,-158.40000000000,dd,8/14/1967,,,34.69,27.3,27.3,,,,,21,-158.4,-2894.48,-2931.95,44731.22,Oahu,-158.111,21.29932,43216.56,-158.109,21.27882
Townsend Cromwell_32_37_354,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,37,pelagic,20.900000000,-158.40000000000,,,dd,8/15/1967,8,15,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,354,,night,55,123,123,0,Townsend Cromwell_8/15/1967_37_night,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,20.900000000,-158.40000000000,dd,8/15/1967,,,34.74,23.7,27.3,,,,,20.9,-158.4,-3808.93,-3823.19,53437.61,Oahu,-158.107,21.29688,51669.1,-158.106,21.27637
Townsend Cromwell_32_38_1144,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,38,pelagic,20.900000000,-158.40000000000,,,dd,8/15/1967,8,15,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,1144,,day,8,25,25,0,Townsend Cromwell_8/15/1967_38_day,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,20.900000000,-158.40000000000,dd,8/15/1967,,,34.72,27.3,27.3,,,,,20.9,-158.4,-3808.93,-3823.19,53437.61,Oahu,-158.107,21.29688,51669.1,-158.106,21.27637
Townsend Cromwell_32_39_1953,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,39,pelagic,21.000000000,-158.40000000000,,,dd,8/15/1967,8,15,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,1953,,night,63,101,101,0,Townsend Cromwell_8/15/1967_39_night,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,21.000000000,-158.40000000000,dd,8/15/1967,,,34.73,25.8,27.4,,,,,21,-158.4,-2894.48,-2931.95,44731.22,Oahu,-158.111,21.29932,43216.56,-158.109,21.27882
Townsend Cromwell_32_4_1146,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,4,pelagic,21.300000000,-158.20000000000,,,dd,7/13/1967,7,13,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,1146,,day,75,107,107,0,Townsend Cromwell_7/13/1967_4_day,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,21.300000000,-158.20000000000,dd,7/13/1967,,,34.87,24.2,26.7,,,,,21.3,-158.2,-1071.16,-1083.01,8449.049,Oahu,-158.123,21.32446,6899.081,-158.14,21.32624
Townsend Cromwell_32_40_342,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,40,pelagic,20.900000000,-158.40000000000,,,dd,8/16/1967,8,16,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,342,,night,7,23,23,0,Townsend Cromwell_8/16/1967_40_night,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,20.900000000,-158.40000000000,dd,8/16/1967,,,34.68,27.3,27.3,,,,,20.9,-158.4,-3808.93,-3823.19,53437.61,Oahu,-158.107,21.29688,51669.1,-158.106,21.27637
Townsend Cromwell_32_41_1151,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,41,pelagic,20.900000000,-158.40000000000,,,dd,8/16/1967,8,16,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,1151,,day,59,122,122,0,Townsend Cromwell_8/16/1967_41_day,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,20.900000000,-158.40000000000,dd,8/16/1967,,,34.71,25.1,27.3,,,,,20.9,-158.4,-3808.93,-3823.19,53437.61,Oahu,-158.107,21.29688,51669.1,-158.106,21.27637
Townsend Cromwell_32_43_1946,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,43,pelagic,20.900000000,-158.50000000000,,,dd,8/17/1967,8,17,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,1946,,night,8,25,25,0,Townsend Cromwell_8/17/1967_43_night,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,20.900000000,-158.50000000000,dd,8/17/1967,,,34.79,26.9,27,,,,,20.9,-158.5,-4476.73,-4484.51,59919.68,Oahu,-158.111,21.29932,58404.88,-158.109,21.27882
Townsend Cromwell_32_44_353,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,44,pelagic,21.000000000,-158.40000000000,,,dd,8/18/1967,8,18,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,353,,night,72,118,118,0,Townsend Cromwell_8/18/1967_44_night,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,21.000000000,-158.40000000000,dd,8/18/1967,,,34.79,23.2,27,,,,,21,-158.4,-2894.48,-2931.95,44731.22,Oahu,-158.111,21.29932,43216.56,-158.109,21.27882
Townsend Cromwell_32_45_1143,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,45,pelagic,20.900000000,-158.40000000000,,,dd,8/18/1967,8,18,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,1143,,day,12,31,31,0,Townsend Cromwell_8/18/1967_45_day,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,20.900000000,-158.40000000000,dd,8/18/1967,,,34.71,27.2,27.2,,,,,20.9,-158.4,-3808.93,-3823.19,53437.61,Oahu,-158.107,21.29688,51669.1,-158.106,21.27637
Townsend Cromwell_32_46_1951,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,46,pelagic,20.900000000,-158.40000000000,,,dd,8/18/1967,8,18,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,1951,,night,77,118,118,0,Townsend Cromwell_8/18/1967_46_night,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,20.900000000,-158.40000000000,dd,8/18/1967,,,34.72,23.8,27.3,,,,,20.9,-158.4,-3808.93,-3823.19,53437.61,Oahu,-158.107,21.29688,51669.1,-158.106,21.27637
Townsend Cromwell_32_47_341,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,47,pelagic,21.000000000,-158.40000000000,,,dd,8/19/1967,8,19,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,341,,night,8,28,28,0,Townsend Cromwell_8/19/1967_47_night,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,21.000000000,-158.40000000000,dd,8/19/1967,,,34.73,27.2,27.2,,,,,21,-158.4,-2894.48,-2931.95,44731.22,Oahu,-158.111,21.29932,43216.56,-158.109,21.27882
Townsend Cromwell_32_48_1155,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,48,pelagic,21.000000000,-158.40000000000,,,dd,8/19/1967,8,19,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,1155,,day,66,104,104,0,Townsend Cromwell_8/19/1967_48_day,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,21.000000000,-158.40000000000,dd,8/19/1967,,,34.7,24.4,27.3,,,,,21,-158.4,-2894.48,-2931.95,44731.22,Oahu,-158.111,21.29932,43216.56,-158.109,21.27882
Townsend Cromwell_32_5_1946,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,5,pelagic,21.300000000,-158.20000000000,,,dd,7/13/1967,7,13,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,1946,,night,16,26,26,0,Townsend Cromwell_7/13/1967_5_night,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,21.300000000,-158.20000000000,dd,7/13/1967,,,34.88,26.7,26.7,,,,,21.3,-158.2,-1071.16,-1083.01,8449.049,Oahu,-158.123,21.32446,6899.081,-158.14,21.32624
Townsend Cromwell_32_50_345,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,50,pelagic,21.300000000,-158.20000000000,,,dd,8/21/1967,8,21,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,345,,night,16,23,23,0,Townsend Cromwell_8/21/1967_50_night,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,21.300000000,-158.20000000000,dd,8/21/1967,,,34.83,27.2,27.3,,,,,21.3,-158.2,-1071.16,-1083.01,8449.049,Oahu,-158.123,21.32446,6899.081,-158.14,21.32624
Townsend Cromwell_32_51_1153,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,51,pelagic,21.300000000,-158.20000000000,,,dd,8/21/1967,8,21,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,1153,,day,89,105,105,0,Townsend Cromwell_8/21/1967_51_day,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,21.300000000,-158.20000000000,dd,8/21/1967,,,34.84,25.2,27.3,,,,,21.3,-158.2,-1071.16,-1083.01,8449.049,Oahu,-158.123,21.32446,6899.081,-158.14,21.32624
Townsend Cromwell_32_52_1942,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,52,pelagic,21.300000000,-158.20000000000,,,dd,8/21/1967,8,21,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,1942,,night,18,27,27,0,Townsend Cromwell_8/21/1967_52_night,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,21.300000000,-158.20000000000,dd,8/21/1967,,,34.82,27.5,28,,,,,21.3,-158.2,-1071.16,-1083.01,8449.049,Oahu,-158.123,21.32446,6899.081,-158.14,21.32624
Townsend Cromwell_32_53_349,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,53,pelagic,21.300000000,-158.20000000000,,,dd,8/22/1967,8,22,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,349,,night,94,110,110,0,Townsend Cromwell_8/22/1967_53_night,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,21.300000000,-158.20000000000,dd,8/22/1967,,,34.81,24.3,27.3,,,,,21.3,-158.2,-1071.16,-1083.01,8449.049,Oahu,-158.123,21.32446,6899.081,-158.14,21.32624
Townsend Cromwell_32_54_1142,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,54,pelagic,21.300000000,-158.20000000000,,,dd,8/22/1967,8,22,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,1142,,day,15,21,21,0,Townsend Cromwell_8/22/1967_54_day,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,21.300000000,-158.20000000000,dd,8/22/1967,,,34.82,27.3,27.4,,,,,21.3,-158.2,-1071.16,-1083.01,8449.049,Oahu,-158.123,21.32446,6899.081,-158.14,21.32624
Townsend Cromwell_32_55_1951,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,55,pelagic,21.300000000,-158.20000000000,,,dd,8/22/1967,8,22,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,1951,,night,91,127,127,0,Townsend Cromwell_8/22/1967_55_night,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,21.300000000,-158.20000000000,dd,8/22/1967,,,34.78,24.5,27.7,,,,,21.3,-158.2,-1071.16,-1083.01,8449.049,Oahu,-158.123,21.32446,6899.081,-158.14,21.32624
Townsend Cromwell_32_56_1952,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,56,pelagic,21.300000000,-158.20000000000,,,dd,8/23/1967,8,23,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,1952,,night,97,179,179,0,Townsend Cromwell_8/23/1967_56_night,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,21.300000000,-158.20000000000,dd,8/23/1967,,,34.84,23.5,27.5,,,,,21.3,-158.2,-1071.16,-1083.01,8449.049,Oahu,-158.123,21.32446,6899.081,-158.14,21.32624
Townsend Cromwell_32_57_344,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,57,pelagic,21.300000000,-158.20000000000,,,dd,8/24/1967,8,24,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,344,,night,18,21,21,0,Townsend Cromwell_8/24/1967_57_night,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,21.300000000,-158.20000000000,dd,8/24/1967,,,34.82,27.1,27.1,,,,,21.3,-158.2,-1071.16,-1083.01,8449.049,Oahu,-158.123,21.32446,6899.081,-158.14,21.32624
